algoritmo,linguagem,caso,tempo
radix,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.40000.in,0.01
radix,C,auto_inteiros_identicos_37.40000.in,0.005
radix,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.40000.in,0.01
radix,C,auto_inteiros_aleatorios_0-1000000.40000.in,0.01
radix,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.35000.in,0.0075
radix,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.35000.in,0.0075
radix,C,auto_inteiros_identicos_37.35000.in,0.005
radix,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.35000.in,0.0075
radix,C,auto_inteiros_aleatorios_0-1000000.35000.in,0.0075
radix,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.30000.in,0.01
radix,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.30000.in,0.0075
radix,C,auto_inteiros_identicos_37.30000.in,0.005
radix,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.30000.in,0.0075
radix,C,auto_inteiros_aleatorios_0-1000000.30000.in,0.0075
radix,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.25000.in,0.005
radix,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.25000.in,0.005
radix,C,auto_inteiros_identicos_37.25000.in,0.005
radix,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.25000.in,0.005
radix,C,auto_inteiros_aleatorios_0-1000000.25000.in,0.0075
radix,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.20000.in,0.005
radix,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.20000.in,0.005
radix,C,auto_inteiros_identicos_37.20000.in,0.0025
radix,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.20000.in,0.005
radix,C,auto_inteiros_aleatorios_0-1000000.20000.in,0.005
radix,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.15000.in,0.005
radix,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.15000.in,0.0025
radix,C,auto_inteiros_identicos_37.15000.in,0.0025
radix,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.15000.in,0.005
radix,C,auto_inteiros_aleatorios_0-1000000.15000.in,0.0025
radix,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.10000.in,0.0025
radix,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.10000.in,0.0025
radix,C,auto_inteiros_identicos_37.10000.in,0.0025
radix,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.10000.in,0.0025
radix,C,auto_inteiros_aleatorios_0-1000000.10000.in,0.0025
radix,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.5000.in,0.0
radix,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.5000.in,0.0
radix,C,auto_inteiros_identicos_37.5000.in,0.0
radix,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.5000.in,0.0
radix,C,auto_inteiros_aleatorios_0-1000000.5000.in,0.0
selection,Python,vazio.in,0.015
selection,Python,auto_nomes_sisu_quase_ordenados.5838.in,0.8675
selection,Python,auto_nomes_sisu_embaralhados.5838.in,0.8675
selection,Python,auto_nomes_sisu_quase_ordenados.5720.in,1.025
selection,Python,auto_nomes_sisu_embaralhados.5720.in,0.8475
selection,Python,auto_nomes_sisu_quase_ordenados.5602.in,0.8025
selection,Python,auto_nomes_sisu_embaralhados.5602.in,0.805
selection,Python,auto_nomes_sisu_quase_ordenados.5484.in,0.775
selection,Python,auto_nomes_sisu_embaralhados.5484.in,0.7725
selection,Python,auto_nomes_sisu_quase_ordenados.5366.in,0.7425
selection,Python,auto_nomes_sisu_embaralhados.5366.in,0.7425
selection,Python,auto_nomes_sisu_quase_ordenados.5248.in,0.8725
selection,Python,auto_nomes_sisu_embaralhados.5248.in,0.71
selection,Python,auto_nomes_sisu_quase_ordenados.5130.in,0.8275
selection,Python,auto_nomes_sisu_embaralhados.5130.in,0.6825
selection,Python,auto_nomes_sisu_quase_ordenados.5012.in,0.6525
selection,Python,auto_nomes_sisu_embaralhados.5012.in,0.655
selection,Python,auto_nomes_sisu_quase_ordenados.4894.in,0.62
selection,Python,auto_nomes_sisu_embaralhados.4894.in,0.6275
selection,Python,auto_nomes_sisu_quase_ordenados.4776.in,0.585
selection,Python,auto_nomes_sisu_embaralhados.4776.in,0.745
selection,Python,auto_nomes_sisu_quase_ordenados.4658.in,0.7
selection,Python,auto_nomes_sisu_embaralhados.4658.in,0.5575
selection,Python,auto_nomes_sisu_quase_ordenados.4540.in,0.53
selection,Python,auto_nomes_sisu_embaralhados.4540.in,0.5475
selection,Python,auto_nomes_sisu_quase_ordenados.4422.in,0.5475
selection,Python,auto_nomes_sisu_embaralhados.4422.in,0.5075
selection,Python,auto_nomes_sisu_quase_ordenados.4304.in,0.4825
selection,Python,auto_nomes_sisu_embaralhados.4304.in,0.4825
selection,Python,auto_nomes_sisu_quase_ordenados.4186.in,0.5075
selection,Python,auto_nomes_sisu_embaralhados.4186.in,0.4575
selection,Python,auto_nomes_sisu_quase_ordenados.4068.in,0.4225
selection,Python,auto_nomes_sisu_embaralhados.4068.in,0.435
selection,Python,auto_nomes_sisu_quase_ordenados.3950.in,0.4125
selection,Python,auto_nomes_sisu_embaralhados.3950.in,0.4
selection,Python,auto_nomes_sisu_quase_ordenados.3832.in,0.39
selection,Python,auto_nomes_sisu_embaralhados.3832.in,0.3775
selection,Python,auto_nomes_sisu_quase_ordenados.3714.in,0.47
selection,Python,auto_nomes_sisu_embaralhados.3714.in,0.37
selection,Python,auto_nomes_sisu_quase_ordenados.3596.in,0.3375
selection,Python,auto_nomes_sisu_embaralhados.3596.in,0.3375
selection,Python,auto_nomes_sisu_quase_ordenados.3478.in,0.4325
selection,Python,auto_nomes_sisu_embaralhados.3478.in,0.33
selection,Python,auto_nomes_sisu_quase_ordenados.3360.in,0.2975
selection,Python,auto_nomes_sisu_embaralhados.3360.in,0.38
selection,Python,auto_nomes_sisu_quase_ordenados.3242.in,0.28
selection,Python,auto_nomes_sisu_embaralhados.3242.in,0.2925
selection,Python,auto_nomes_sisu_quase_ordenados.3124.in,0.26
selection,Python,auto_nomes_sisu_embaralhados.3124.in,0.2625
selection,Python,auto_nomes_sisu_quase_ordenados.3006.in,0.245
selection,Python,auto_nomes_sisu_embaralhados.3006.in,0.2425
selection,Python,auto_nomes_sisu_quase_ordenados.2888.in,0.2275
selection,Python,auto_nomes_sisu_embaralhados.2888.in,0.2125
selection,Python,auto_nomes_sisu_quase_ordenados.2770.in,0.21
selection,Python,auto_nomes_sisu_embaralhados.2770.in,0.2125
selection,Python,auto_nomes_sisu_quase_ordenados.2652.in,0.245
selection,Python,auto_nomes_sisu_embaralhados.2652.in,0.195
selection,Python,auto_nomes_sisu_quase_ordenados.2534.in,0.18
selection,Python,auto_nomes_sisu_embaralhados.2534.in,0.1675
selection,Python,auto_nomes_sisu_quase_ordenados.2416.in,0.1675
selection,Python,auto_nomes_sisu_embaralhados.2416.in,0.1675
selection,Python,auto_nomes_sisu_quase_ordenados.2298.in,0.14
selection,Python,auto_nomes_sisu_embaralhados.2298.in,0.1525
selection,Python,auto_nomes_sisu_quase_ordenados.2180.in,0.1275
selection,Python,auto_nomes_sisu_embaralhados.2180.in,0.14
selection,Python,auto_nomes_sisu_quase_ordenados.2062.in,0.115
selection,Python,auto_nomes_sisu_embaralhados.2062.in,0.13
selection,Python,auto_nomes_sisu_quase_ordenados.1944.in,0.105
selection,Python,auto_nomes_sisu_embaralhados.1944.in,0.1175
selection,Python,auto_nomes_sisu_quase_ordenados.1826.in,0.095
selection,Python,auto_nomes_sisu_embaralhados.1826.in,0.1075
selection,Python,auto_nomes_sisu_quase_ordenados.1708.in,0.085
selection,Python,auto_nomes_sisu_embaralhados.1708.in,0.085
selection,Python,auto_nomes_sisu_quase_ordenados.1590.in,0.0875
selection,Python,auto_nomes_sisu_embaralhados.1590.in,0.075
selection,Python,auto_nomes_sisu_quase_ordenados.1472.in,0.065
selection,Python,auto_nomes_sisu_embaralhados.1472.in,0.0775
selection,Python,auto_nomes_sisu_quase_ordenados.1354.in,0.0575
selection,Python,auto_nomes_sisu_embaralhados.1354.in,0.0575
selection,Python,auto_nomes_sisu_quase_ordenados.1236.in,0.05
selection,Python,auto_nomes_sisu_embaralhados.1236.in,0.05
selection,Python,auto_nomes_sisu_quase_ordenados.1118.in,0.055
selection,Python,auto_nomes_sisu_embaralhados.1118.in,0.045
selection,Python,auto_nomes_sisu_quase_ordenados.1000.in,0.0375
selection,Python,auto_nomes_sisu_embaralhados.1000.in,0.0375
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.100000.in,166.885
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.100000.in,163.595
selection,Python,auto_inteiros_identicos_37.100000.in,156.645
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.100000.in,225.0575
selection,Python,auto_inteiros_aleatorios_0-1000000.100000.in,179.6625
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.95000.in,143.8475
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.95000.in,144.62
selection,Python,auto_inteiros_identicos_37.95000.in,151.59
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.95000.in,157.9875
selection,Python,auto_inteiros_aleatorios_0-1000000.95000.in,153.995
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.90000.in,130.5125
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.90000.in,169.3075
selection,Python,auto_inteiros_identicos_37.90000.in,129.5475
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.90000.in,138.4875
selection,Python,auto_inteiros_aleatorios_0-1000000.90000.in,160.09
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.85000.in,121.5075
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.85000.in,121.9325
selection,Python,auto_inteiros_identicos_37.85000.in,139.0575
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.85000.in,122.675
selection,Python,auto_inteiros_aleatorios_0-1000000.85000.in,121.655
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.80000.in,102.425
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.80000.in,117.905
selection,Python,auto_inteiros_identicos_37.80000.in,103.0875
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.80000.in,109.685
selection,Python,auto_inteiros_aleatorios_0-1000000.80000.in,110.685
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.75000.in,95.5775
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.75000.in,116.2875
selection,Python,auto_inteiros_identicos_37.75000.in,89.17
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.75000.in,97.8
selection,Python,auto_inteiros_aleatorios_0-1000000.75000.in,95.6025
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.70000.in,79.6375
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.70000.in,81.6175
selection,Python,auto_inteiros_identicos_37.70000.in,79.965
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.70000.in,81.035
selection,Python,auto_inteiros_aleatorios_0-1000000.70000.in,80.6675
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.65000.in,66.5825
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.65000.in,75.1275
selection,Python,auto_inteiros_identicos_37.65000.in,72.1025
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.65000.in,67.59
selection,Python,auto_inteiros_aleatorios_0-1000000.65000.in,71.33
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.60000.in,56.84
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.60000.in,61.1875
selection,Python,auto_inteiros_identicos_37.60000.in,55.9625
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.60000.in,62.2475
selection,Python,auto_inteiros_aleatorios_0-1000000.60000.in,67.3775
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.55000.in,51.495
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.55000.in,46.485
selection,Python,auto_inteiros_identicos_37.55000.in,46.775
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.55000.in,52.485
selection,Python,auto_inteiros_aleatorios_0-1000000.55000.in,48.8325
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.50000.in,43.3625
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.50000.in,40.235
selection,Python,auto_inteiros_identicos_37.50000.in,38.635
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.50000.in,47.9475
selection,Python,auto_inteiros_aleatorios_0-1000000.50000.in,42.4325
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.45000.in,32.235
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.45000.in,35.1825
selection,Python,auto_inteiros_identicos_37.45000.in,33.0275
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.45000.in,35.025
selection,Python,auto_inteiros_aleatorios_0-1000000.45000.in,34.2375
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.40000.in,27.925
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.40000.in,26.0925
selection,Python,auto_inteiros_identicos_37.40000.in,24.9275
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.40000.in,27.3325
selection,Python,auto_inteiros_aleatorios_0-1000000.40000.in,26.5075
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.35000.in,21.3875
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.35000.in,20.945
selection,Python,auto_inteiros_identicos_37.35000.in,18.3825
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.35000.in,20.055
selection,Python,auto_inteiros_aleatorios_0-1000000.35000.in,22.24
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.30000.in,15.3725
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.30000.in,17.565
selection,Python,auto_inteiros_identicos_37.30000.in,14.495
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.30000.in,17.96
selection,Python,auto_inteiros_aleatorios_0-1000000.30000.in,16.0425
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.25000.in,9.3725
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.25000.in,9.7375
selection,Python,auto_inteiros_identicos_37.25000.in,10.05
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.25000.in,10.3925
selection,Python,auto_inteiros_aleatorios_0-1000000.25000.in,9.6725
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.20000.in,5.875
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.20000.in,6.315
selection,Python,auto_inteiros_identicos_37.20000.in,7.5675
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.20000.in,7.8225
selection,Python,auto_inteiros_aleatorios_0-1000000.20000.in,6.3425
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.15000.in,3.3625
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.15000.in,3.9875
selection,Python,auto_inteiros_identicos_37.15000.in,3.5875
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.15000.in,4.25
selection,Python,auto_inteiros_aleatorios_0-1000000.15000.in,4.24
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.10000.in,1.53
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.10000.in,1.485
selection,Python,auto_inteiros_identicos_37.10000.in,1.545
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.10000.in,1.5675
selection,Python,auto_inteiros_aleatorios_0-1000000.10000.in,1.5525
selection,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.5000.in,0.385
selection,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.5000.in,0.5575
selection,Python,auto_inteiros_identicos_37.5000.in,0.3775
selection,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.5000.in,0.41
selection,Python,auto_inteiros_aleatorios_0-1000000.5000.in,0.38
selection,C,vazio.in,0.0
selection,C,auto_nomes_sisu_quase_ordenados.5838.in,0.11
selection,C,auto_nomes_sisu_embaralhados.5838.in,0.22
selection,C,auto_nomes_sisu_quase_ordenados.5720.in,0.095
selection,C,auto_nomes_sisu_embaralhados.5720.in,0.2675
selection,C,auto_nomes_sisu_quase_ordenados.5602.in,0.1
selection,C,auto_nomes_sisu_embaralhados.5602.in,0.1825
selection,C,auto_nomes_sisu_quase_ordenados.5484.in,0.0975
selection,C,auto_nomes_sisu_embaralhados.5484.in,0.175
selection,C,auto_nomes_sisu_quase_ordenados.5366.in,0.095
selection,C,auto_nomes_sisu_embaralhados.5366.in,0.1875
selection,C,auto_nomes_sisu_quase_ordenados.5248.in,0.0775
selection,C,auto_nomes_sisu_embaralhados.5248.in,0.17
selection,C,auto_nomes_sisu_quase_ordenados.5130.in,0.075
selection,C,auto_nomes_sisu_embaralhados.5130.in,0.15
selection,C,auto_nomes_sisu_quase_ordenados.5012.in,0.1125
selection,C,auto_nomes_sisu_embaralhados.5012.in,0.1575
selection,C,auto_nomes_sisu_quase_ordenados.4894.in,0.0675
selection,C,auto_nomes_sisu_embaralhados.4894.in,0.1425
selection,C,auto_nomes_sisu_quase_ordenados.4776.in,0.0775
selection,C,auto_nomes_sisu_embaralhados.4776.in,0.1275
selection,C,auto_nomes_sisu_quase_ordenados.4658.in,0.0725
selection,C,auto_nomes_sisu_embaralhados.4658.in,0.125
selection,C,auto_nomes_sisu_quase_ordenados.4540.in,0.0575
selection,C,auto_nomes_sisu_embaralhados.4540.in,0.13
selection,C,auto_nomes_sisu_quase_ordenados.4422.in,0.055
selection,C,auto_nomes_sisu_embaralhados.4422.in,0.1275
selection,C,auto_nomes_sisu_quase_ordenados.4304.in,0.055
selection,C,auto_nomes_sisu_embaralhados.4304.in,0.105
selection,C,auto_nomes_sisu_quase_ordenados.4186.in,0.05
selection,C,auto_nomes_sisu_embaralhados.4186.in,0.1125
selection,C,auto_nomes_sisu_quase_ordenados.4068.in,0.0475
selection,C,auto_nomes_sisu_embaralhados.4068.in,0.1375
selection,C,auto_nomes_sisu_quase_ordenados.3950.in,0.045
selection,C,auto_nomes_sisu_embaralhados.3950.in,0.0925
selection,C,auto_nomes_sisu_quase_ordenados.3832.in,0.0425
selection,C,auto_nomes_sisu_embaralhados.3832.in,0.0925
selection,C,auto_nomes_sisu_quase_ordenados.3714.in,0.04
selection,C,auto_nomes_sisu_embaralhados.3714.in,0.08
selection,C,auto_nomes_sisu_quase_ordenados.3596.in,0.0375
selection,C,auto_nomes_sisu_embaralhados.3596.in,0.1125
selection,C,auto_nomes_sisu_quase_ordenados.3478.in,0.035
selection,C,auto_nomes_sisu_embaralhados.3478.in,0.0725
selection,C,auto_nomes_sisu_quase_ordenados.3360.in,0.0325
selection,C,auto_nomes_sisu_embaralhados.3360.in,0.075
selection,C,auto_nomes_sisu_quase_ordenados.3242.in,0.03
selection,C,auto_nomes_sisu_embaralhados.3242.in,0.06
selection,C,auto_nomes_sisu_quase_ordenados.3124.in,0.0375
selection,C,auto_nomes_sisu_embaralhados.3124.in,0.065
selection,C,auto_nomes_sisu_quase_ordenados.3006.in,0.025
selection,C,auto_nomes_sisu_embaralhados.3006.in,0.0525
selection,C,auto_nomes_sisu_quase_ordenados.2888.in,0.025
selection,C,auto_nomes_sisu_embaralhados.2888.in,0.045
selection,C,auto_nomes_sisu_quase_ordenados.2770.in,0.0275
selection,C,auto_nomes_sisu_embaralhados.2770.in,0.0425
selection,C,auto_nomes_sisu_quase_ordenados.2652.in,0.035
selection,C,auto_nomes_sisu_embaralhados.2652.in,0.04
selection,C,auto_nomes_sisu_quase_ordenados.2534.in,0.0175
selection,C,auto_nomes_sisu_embaralhados.2534.in,0.0375
selection,C,auto_nomes_sisu_quase_ordenados.2416.in,0.0175
selection,C,auto_nomes_sisu_embaralhados.2416.in,0.0325
selection,C,auto_nomes_sisu_quase_ordenados.2298.in,0.015
selection,C,auto_nomes_sisu_embaralhados.2298.in,0.03
selection,C,auto_nomes_sisu_quase_ordenados.2180.in,0.0125
selection,C,auto_nomes_sisu_embaralhados.2180.in,0.04
selection,C,auto_nomes_sisu_quase_ordenados.2062.in,0.0125
selection,C,auto_nomes_sisu_embaralhados.2062.in,0.025
selection,C,auto_nomes_sisu_quase_ordenados.1944.in,0.01
selection,C,auto_nomes_sisu_embaralhados.1944.in,0.02
selection,C,auto_nomes_sisu_quase_ordenados.1826.in,0.01
selection,C,auto_nomes_sisu_embaralhados.1826.in,0.0175
selection,C,auto_nomes_sisu_quase_ordenados.1708.in,0.0075
selection,C,auto_nomes_sisu_embaralhados.1708.in,0.0175
selection,C,auto_nomes_sisu_quase_ordenados.1590.in,0.0075
selection,C,auto_nomes_sisu_embaralhados.1590.in,0.015
selection,C,auto_nomes_sisu_quase_ordenados.1472.in,0.005
selection,C,auto_nomes_sisu_embaralhados.1472.in,0.0125
selection,C,auto_nomes_sisu_quase_ordenados.1354.in,0.005
selection,C,auto_nomes_sisu_embaralhados.1354.in,0.01
selection,C,auto_nomes_sisu_quase_ordenados.1236.in,0.005
selection,C,auto_nomes_sisu_embaralhados.1236.in,0.0075
selection,C,auto_nomes_sisu_quase_ordenados.1118.in,0.0025
selection,C,auto_nomes_sisu_embaralhados.1118.in,0.0125
selection,C,auto_nomes_sisu_quase_ordenados.1000.in,0.0025
selection,C,auto_nomes_sisu_embaralhados.1000.in,0.005
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.100000.in,11.5775
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.100000.in,12.9575
selection,C,auto_inteiros_identicos_37.100000.in,12.03
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.100000.in,25.0275
selection,C,auto_inteiros_aleatorios_0-1000000.100000.in,35.0425
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.95000.in,12.7625
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.95000.in,12.2025
selection,C,auto_inteiros_identicos_37.95000.in,11.0575
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.95000.in,23.745
selection,C,auto_inteiros_aleatorios_0-1000000.95000.in,28.765
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.90000.in,11.235
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.90000.in,12.685
selection,C,auto_inteiros_identicos_37.90000.in,9.8325
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.90000.in,20.5475
selection,C,auto_inteiros_aleatorios_0-1000000.90000.in,24.0375
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.85000.in,8.355
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.85000.in,9.52
selection,C,auto_inteiros_identicos_37.85000.in,9.7725
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.85000.in,19.075
selection,C,auto_inteiros_aleatorios_0-1000000.85000.in,25.6
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.80000.in,10.21
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.80000.in,10.175
selection,C,auto_inteiros_identicos_37.80000.in,8.9475
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.80000.in,18.715
selection,C,auto_inteiros_aleatorios_0-1000000.80000.in,19.62
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.75000.in,6.5125
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.75000.in,8.325
selection,C,auto_inteiros_identicos_37.75000.in,6.6725
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.75000.in,13.4875
selection,C,auto_inteiros_aleatorios_0-1000000.75000.in,18.6225
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.70000.in,5.84
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.70000.in,6.9075
selection,C,auto_inteiros_identicos_37.70000.in,6.475
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.70000.in,13.0675
selection,C,auto_inteiros_aleatorios_0-1000000.70000.in,14.305
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.65000.in,4.885
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.65000.in,5.2775
selection,C,auto_inteiros_identicos_37.65000.in,4.8975
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.65000.in,10.695
selection,C,auto_inteiros_aleatorios_0-1000000.65000.in,12.7325
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.60000.in,4.16
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.60000.in,4.5225
selection,C,auto_inteiros_identicos_37.60000.in,4.1725
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.60000.in,9.69
selection,C,auto_inteiros_aleatorios_0-1000000.60000.in,11.015
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.55000.in,3.705
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.55000.in,4.195
selection,C,auto_inteiros_identicos_37.55000.in,3.65
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.55000.in,7.9125
selection,C,auto_inteiros_aleatorios_0-1000000.55000.in,9.64
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.50000.in,3.0675
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.50000.in,3.425
selection,C,auto_inteiros_identicos_37.50000.in,2.9
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.50000.in,5.9275
selection,C,auto_inteiros_aleatorios_0-1000000.50000.in,6.805
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.45000.in,2.3425
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.45000.in,2.535
selection,C,auto_inteiros_identicos_37.45000.in,2.515
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.45000.in,5.1825
selection,C,auto_inteiros_aleatorios_0-1000000.45000.in,6.175
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.40000.in,1.85
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.40000.in,2.01
selection,C,auto_inteiros_identicos_37.40000.in,1.8625
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.40000.in,3.955
selection,C,auto_inteiros_aleatorios_0-1000000.40000.in,5.375
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.35000.in,1.425
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.35000.in,1.55
selection,C,auto_inteiros_identicos_37.35000.in,1.425
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.35000.in,3.0675
selection,C,auto_inteiros_aleatorios_0-1000000.35000.in,3.2475
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.30000.in,1.0425
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.30000.in,1.1425
selection,C,auto_inteiros_identicos_37.30000.in,1.0425
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.30000.in,1.995
selection,C,auto_inteiros_aleatorios_0-1000000.30000.in,2.5925
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.25000.in,0.7275
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.25000.in,0.7825
selection,C,auto_inteiros_identicos_37.25000.in,0.7275
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.25000.in,2.1025
selection,C,auto_inteiros_aleatorios_0-1000000.25000.in,2.025
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.20000.in,0.4675
