algoritmo,linguagem,caso,tempo
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.20000.in,0.5075
selection,C,auto_inteiros_identicos_37.20000.in,0.4675
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.20000.in,1.015
selection,C,auto_inteiros_aleatorios_0-1000000.20000.in,0.9725
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.15000.in,0.2625
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.15000.in,0.2825
selection,C,auto_inteiros_identicos_37.15000.in,0.26
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.15000.in,0.495
selection,C,auto_inteiros_aleatorios_0-1000000.15000.in,0.5275
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.10000.in,0.11
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.10000.in,0.1325
selection,C,auto_inteiros_identicos_37.10000.in,0.11
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.10000.in,0.22
selection,C,auto_inteiros_aleatorios_0-1000000.10000.in,0.23
selection,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.5000.in,0.0275
selection,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.5000.in,0.03
selection,C,auto_inteiros_identicos_37.5000.in,0.05
selection,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.5000.in,0.0525
selection,C,auto_inteiros_aleatorios_0-1000000.5000.in,0.05
merge,C,vazio.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.5838.in,0.0025
merge,C,auto_nomes_sisu_embaralhados.5838.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.5720.in,0.0
merge,C,auto_nomes_sisu_embaralhados.5720.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.5602.in,0.0025
merge,C,auto_nomes_sisu_embaralhados.5602.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.5484.in,0.0025
merge,C,auto_nomes_sisu_embaralhados.5484.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.5366.in,0.0
merge,C,auto_nomes_sisu_embaralhados.5366.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.5248.in,0.0
merge,C,auto_nomes_sisu_embaralhados.5248.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.5130.in,0.0
merge,C,auto_nomes_sisu_embaralhados.5130.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.5012.in,0.0
merge,C,auto_nomes_sisu_embaralhados.5012.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.4894.in,0.0
merge,C,auto_nomes_sisu_embaralhados.4894.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.4776.in,0.0
merge,C,auto_nomes_sisu_embaralhados.4776.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.4658.in,0.0
merge,C,auto_nomes_sisu_embaralhados.4658.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.4540.in,0.0
merge,C,auto_nomes_sisu_embaralhados.4540.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.4422.in,0.0
merge,C,auto_nomes_sisu_embaralhados.4422.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.4304.in,0.0
merge,C,auto_nomes_sisu_embaralhados.4304.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.4186.in,0.0
merge,C,auto_nomes_sisu_embaralhados.4186.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.4068.in,0.0
merge,C,auto_nomes_sisu_embaralhados.4068.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.3950.in,0.0
merge,C,auto_nomes_sisu_embaralhados.3950.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.3832.in,0.0
merge,C,auto_nomes_sisu_embaralhados.3832.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.3714.in,0.0
merge,C,auto_nomes_sisu_embaralhados.3714.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.3596.in,0.0
merge,C,auto_nomes_sisu_embaralhados.3596.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.3478.in,0.0
merge,C,auto_nomes_sisu_embaralhados.3478.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.3360.in,0.0
merge,C,auto_nomes_sisu_embaralhados.3360.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.3242.in,0.0
merge,C,auto_nomes_sisu_embaralhados.3242.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.3124.in,0.0
merge,C,auto_nomes_sisu_embaralhados.3124.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.3006.in,0.0
merge,C,auto_nomes_sisu_embaralhados.3006.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.2888.in,0.0
merge,C,auto_nomes_sisu_embaralhados.2888.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.2770.in,0.0
merge,C,auto_nomes_sisu_embaralhados.2770.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.2652.in,0.0
merge,C,auto_nomes_sisu_embaralhados.2652.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.2534.in,0.0
merge,C,auto_nomes_sisu_embaralhados.2534.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.2416.in,0.0
merge,C,auto_nomes_sisu_embaralhados.2416.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.2298.in,0.0
merge,C,auto_nomes_sisu_embaralhados.2298.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.2180.in,0.0
merge,C,auto_nomes_sisu_embaralhados.2180.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.2062.in,0.0
merge,C,auto_nomes_sisu_embaralhados.2062.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.1944.in,0.0
merge,C,auto_nomes_sisu_embaralhados.1944.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.1826.in,0.0
merge,C,auto_nomes_sisu_embaralhados.1826.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.1708.in,0.0
merge,C,auto_nomes_sisu_embaralhados.1708.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.1590.in,0.0
merge,C,auto_nomes_sisu_embaralhados.1590.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.1472.in,0.0
merge,C,auto_nomes_sisu_embaralhados.1472.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.1354.in,0.0
merge,C,auto_nomes_sisu_embaralhados.1354.in,0.0025
merge,C,auto_nomes_sisu_quase_ordenados.1236.in,0.0
merge,C,auto_nomes_sisu_embaralhados.1236.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.1118.in,0.0
merge,C,auto_nomes_sisu_embaralhados.1118.in,0.0
merge,C,auto_nomes_sisu_quase_ordenados.1000.in,0.0
merge,C,auto_nomes_sisu_embaralhados.1000.in,0.0
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.100000.in,0.0275
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.100000.in,0.0275
merge,C,auto_inteiros_identicos_37.100000.in,0.025
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.100000.in,0.0275
merge,C,auto_inteiros_aleatorios_0-1000000.100000.in,0.035
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.95000.in,0.0275
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.95000.in,0.0275
merge,C,auto_inteiros_identicos_37.95000.in,0.025
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.95000.in,0.0275
merge,C,auto_inteiros_aleatorios_0-1000000.95000.in,0.0325
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.90000.in,0.025
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.90000.in,0.025
merge,C,auto_inteiros_identicos_37.90000.in,0.0225
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.90000.in,0.04
merge,C,auto_inteiros_aleatorios_0-1000000.90000.in,0.03
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.85000.in,0.0225
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.85000.in,0.0225
merge,C,auto_inteiros_identicos_37.85000.in,0.02
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.85000.in,0.0225
merge,C,auto_inteiros_aleatorios_0-1000000.85000.in,0.03
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.80000.in,0.0225
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.80000.in,0.0225
merge,C,auto_inteiros_identicos_37.80000.in,0.025
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.80000.in,0.03
merge,C,auto_inteiros_aleatorios_0-1000000.80000.in,0.0275
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.75000.in,0.02
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.75000.in,0.02
merge,C,auto_inteiros_identicos_37.75000.in,0.02
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.75000.in,0.02
merge,C,auto_inteiros_aleatorios_0-1000000.75000.in,0.025
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.70000.in,0.02
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.70000.in,0.02
merge,C,auto_inteiros_identicos_37.70000.in,0.0175
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.70000.in,0.0275
merge,C,auto_inteiros_aleatorios_0-1000000.70000.in,0.025
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.65000.in,0.0175
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.65000.in,0.0175
merge,C,auto_inteiros_identicos_37.65000.in,0.0175
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.65000.in,0.0175
merge,C,auto_inteiros_aleatorios_0-1000000.65000.in,0.0225
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.60000.in,0.015
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.60000.in,0.0175
merge,C,auto_inteiros_identicos_37.60000.in,0.015
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.60000.in,0.015
merge,C,auto_inteiros_aleatorios_0-1000000.60000.in,0.02
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.55000.in,0.025
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.55000.in,0.015
merge,C,auto_inteiros_identicos_37.55000.in,0.0125
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.55000.in,0.015
merge,C,auto_inteiros_aleatorios_0-1000000.55000.in,0.0175
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.50000.in,0.015
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.50000.in,0.0125
merge,C,auto_inteiros_identicos_37.50000.in,0.0125
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.50000.in,0.0125
merge,C,auto_inteiros_aleatorios_0-1000000.50000.in,0.0175
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.45000.in,0.0125
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.45000.in,0.0125
merge,C,auto_inteiros_identicos_37.45000.in,0.01
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.45000.in,0.0125
merge,C,auto_inteiros_aleatorios_0-1000000.45000.in,0.015
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.40000.in,0.01
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.40000.in,0.02
merge,C,auto_inteiros_identicos_37.40000.in,0.01
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.40000.in,0.01
merge,C,auto_inteiros_aleatorios_0-1000000.40000.in,0.0125
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.35000.in,0.01
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.35000.in,0.01
merge,C,auto_inteiros_identicos_37.35000.in,0.0075
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.35000.in,0.01
merge,C,auto_inteiros_aleatorios_0-1000000.35000.in,0.0125
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.30000.in,0.0075
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.30000.in,0.0075
merge,C,auto_inteiros_identicos_37.30000.in,0.0075
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.30000.in,0.01
merge,C,auto_inteiros_aleatorios_0-1000000.30000.in,0.01
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.25000.in,0.0075
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.25000.in,0.0075
merge,C,auto_inteiros_identicos_37.25000.in,0.005
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.25000.in,0.005
merge,C,auto_inteiros_aleatorios_0-1000000.25000.in,0.0075
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.20000.in,0.005
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.20000.in,0.005
merge,C,auto_inteiros_identicos_37.20000.in,0.005
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.20000.in,0.005
merge,C,auto_inteiros_aleatorios_0-1000000.20000.in,0.005
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.15000.in,0.0025
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.15000.in,0.0025
merge,C,auto_inteiros_identicos_37.15000.in,0.0025
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.15000.in,0.0025
merge,C,auto_inteiros_aleatorios_0-1000000.15000.in,0.005
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.10000.in,0.0025
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.10000.in,0.0025
merge,C,auto_inteiros_identicos_37.10000.in,0.0025
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.10000.in,0.0025
merge,C,auto_inteiros_aleatorios_0-1000000.10000.in,0.0025
merge,C,auto_inteiros_quase_ordenados_0-1000000_100.00%.5000.in,0.0
merge,C,auto_inteiros_quase_ordenados_0-1000000_98.00%.5000.in,0.0
merge,C,auto_inteiros_identicos_37.5000.in,0.0
merge,C,auto_inteiros_em_ordem_nao_ascendente_0-1000000.5000.in,0.0
merge,C,auto_inteiros_aleatorios_0-1000000.5000.in,0.0025
radix,Python,vazio.in,0.015
radix,Python,auto_nomes_sisu_quase_ordenados.5838.in,0.1725
radix,Python,auto_nomes_sisu_embaralhados.5838.in,0.18
radix,Python,auto_nomes_sisu_quase_ordenados.5720.in,0.2275
radix,Python,auto_nomes_sisu_embaralhados.5720.in,0.17
radix,Python,auto_nomes_sisu_quase_ordenados.5602.in,0.165
radix,Python,auto_nomes_sisu_embaralhados.5602.in,0.1725
radix,Python,auto_nomes_sisu_quase_ordenados.5484.in,0.165
radix,Python,auto_nomes_sisu_embaralhados.5484.in,0.1625
radix,Python,auto_nomes_sisu_quase_ordenados.5366.in,0.1625
radix,Python,auto_nomes_sisu_embaralhados.5366.in,0.1725
radix,Python,auto_nomes_sisu_quase_ordenados.5248.in,0.1425
radix,Python,auto_nomes_sisu_embaralhados.5248.in,0.1675
radix,Python,auto_nomes_sisu_quase_ordenados.5130.in,0.165
radix,Python,auto_nomes_sisu_embaralhados.5130.in,0.1425
radix,Python,auto_nomes_sisu_quase_ordenados.5012.in,0.15
radix,Python,auto_nomes_sisu_embaralhados.5012.in,0.14
radix,Python,auto_nomes_sisu_quase_ordenados.4894.in,0.195
radix,Python,auto_nomes_sisu_embaralhados.4894.in,0.1525
radix,Python,auto_nomes_sisu_quase_ordenados.4776.in,0.135
radix,Python,auto_nomes_sisu_embaralhados.4776.in,0.185
radix,Python,auto_nomes_sisu_quase_ordenados.4658.in,0.1525
radix,Python,auto_nomes_sisu_embaralhados.4658.in,0.1375
radix,Python,auto_nomes_sisu_quase_ordenados.4540.in,0.1925
radix,Python,auto_nomes_sisu_embaralhados.4540.in,0.1425
radix,Python,auto_nomes_sisu_quase_ordenados.4422.in,0.125
radix,Python,auto_nomes_sisu_embaralhados.4422.in,0.195
radix,Python,auto_nomes_sisu_quase_ordenados.4304.in,0.1325
radix,Python,auto_nomes_sisu_embaralhados.4304.in,0.1225
radix,Python,auto_nomes_sisu_quase_ordenados.4186.in,0.14
radix,Python,auto_nomes_sisu_embaralhados.4186.in,0.1175
radix,Python,auto_nomes_sisu_quase_ordenados.4068.in,0.135
radix,Python,auto_nomes_sisu_embaralhados.4068.in,0.115
radix,Python,auto_nomes_sisu_quase_ordenados.3950.in,0.135
radix,Python,auto_nomes_sisu_embaralhados.3950.in,0.12
radix,Python,auto_nomes_sisu_quase_ordenados.3832.in,0.1725
radix,Python,auto_nomes_sisu_embaralhados.3832.in,0.11
radix,Python,auto_nomes_sisu_quase_ordenados.3714.in,0.16
radix,Python,auto_nomes_sisu_embaralhados.3714.in,0.105
radix,Python,auto_nomes_sisu_quase_ordenados.3596.in,0.1225
radix,Python,auto_nomes_sisu_embaralhados.3596.in,0.1125
radix,Python,auto_nomes_sisu_quase_ordenados.3478.in,0.125
radix,Python,auto_nomes_sisu_embaralhados.3478.in,0.1075
radix,Python,auto_nomes_sisu_quase_ordenados.3360.in,0.1175
radix,Python,auto_nomes_sisu_embaralhados.3360.in,0.1025
radix,Python,auto_nomes_sisu_quase_ordenados.3242.in,0.1075
radix,Python,auto_nomes_sisu_embaralhados.3242.in,0.1
radix,Python,auto_nomes_sisu_quase_ordenados.3124.in,0.0975
radix,Python,auto_nomes_sisu_embaralhados.3124.in,0.135
radix,Python,auto_nomes_sisu_quase_ordenados.3006.in,0.095
radix,Python,auto_nomes_sisu_embaralhados.3006.in,0.1425
radix,Python,auto_nomes_sisu_quase_ordenados.2888.in,0.085
radix,Python,auto_nomes_sisu_embaralhados.2888.in,0.1275
radix,Python,auto_nomes_sisu_quase_ordenados.2770.in,0.09
radix,Python,auto_nomes_sisu_embaralhados.2770.in,0.0825
radix,Python,auto_nomes_sisu_quase_ordenados.2652.in,0.0975
radix,Python,auto_nomes_sisu_embaralhados.2652.in,0.08
radix,Python,auto_nomes_sisu_quase_ordenados.2534.in,0.0825
radix,Python,auto_nomes_sisu_embaralhados.2534.in,0.12
radix,Python,auto_nomes_sisu_quase_ordenados.2416.in,0.075
radix,Python,auto_nomes_sisu_embaralhados.2416.in,0.085
radix,Python,auto_nomes_sisu_quase_ordenados.2298.in,0.07
radix,Python,auto_nomes_sisu_embaralhados.2298.in,0.07
radix,Python,auto_nomes_sisu_quase_ordenados.2180.in,0.0675
radix,Python,auto_nomes_sisu_embaralhados.2180.in,0.1025
radix,Python,auto_nomes_sisu_quase_ordenados.2062.in,0.065
radix,Python,auto_nomes_sisu_embaralhados.2062.in,0.065
radix,Python,auto_nomes_sisu_quase_ordenados.1944.in,0.0775
radix,Python,auto_nomes_sisu_embaralhados.1944.in,0.0625
radix,Python,auto_nomes_sisu_quase_ordenados.1826.in,0.0575
radix,Python,auto_nomes_sisu_embaralhados.1826.in,0.06
radix,Python,auto_nomes_sisu_quase_ordenados.1708.in,0.0875
radix,Python,auto_nomes_sisu_embaralhados.1708.in,0.06
radix,Python,auto_nomes_sisu_quase_ordenados.1590.in,0.055
radix,Python,auto_nomes_sisu_embaralhados.1590.in,0.0625
radix,Python,auto_nomes_sisu_quase_ordenados.1472.in,0.05
radix,Python,auto_nomes_sisu_embaralhados.1472.in,0.0525
radix,Python,auto_nomes_sisu_quase_ordenados.1354.in,0.0625
radix,Python,auto_nomes_sisu_embaralhados.1354.in,0.045
radix,Python,auto_nomes_sisu_quase_ordenados.1236.in,0.0675
radix,Python,auto_nomes_sisu_embaralhados.1236.in,0.045
radix,Python,auto_nomes_sisu_quase_ordenados.1118.in,0.0425
radix,Python,auto_nomes_sisu_embaralhados.1118.in,0.04
radix,Python,auto_nomes_sisu_quase_ordenados.1000.in,0.04
radix,Python,auto_nomes_sisu_embaralhados.1000.in,0.0675
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.100000.in,0.4225
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.100000.in,0.4325
radix,Python,auto_inteiros_identicos_37.100000.in,0.205
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.100000.in,0.435
radix,Python,auto_inteiros_aleatorios_0-1000000.100000.in,0.475
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.95000.in,0.3925
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.95000.in,0.415
radix,Python,auto_inteiros_identicos_37.95000.in,0.1975
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.95000.in,0.4075
radix,Python,auto_inteiros_aleatorios_0-1000000.95000.in,0.4525
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.90000.in,0.3975
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.90000.in,0.38
radix,Python,auto_inteiros_identicos_37.90000.in,0.185
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.90000.in,0.3975
radix,Python,auto_inteiros_aleatorios_0-1000000.90000.in,0.4125
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.85000.in,0.3725
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.85000.in,0.3625
radix,Python,auto_inteiros_identicos_37.85000.in,0.2425
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.85000.in,0.3725
radix,Python,auto_inteiros_aleatorios_0-1000000.85000.in,0.39
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.80000.in,0.355
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.80000.in,0.3425
radix,Python,auto_inteiros_identicos_37.80000.in,0.2275
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.80000.in,0.345
radix,Python,auto_inteiros_aleatorios_0-1000000.80000.in,0.375
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.75000.in,0.32
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.75000.in,0.42
radix,Python,auto_inteiros_identicos_37.75000.in,0.1475
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.75000.in,0.335
radix,Python,auto_inteiros_aleatorios_0-1000000.75000.in,0.3375
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.70000.in,0.295
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.70000.in,0.295
radix,Python,auto_inteiros_identicos_37.70000.in,0.15
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.70000.in,0.295
radix,Python,auto_inteiros_aleatorios_0-1000000.70000.in,0.4075
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.65000.in,0.2775
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.65000.in,0.305
radix,Python,auto_inteiros_identicos_37.65000.in,0.1925
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.65000.in,0.2775
radix,Python,auto_inteiros_aleatorios_0-1000000.65000.in,0.2925
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.60000.in,0.2575
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.60000.in,0.2825
radix,Python,auto_inteiros_identicos_37.60000.in,0.175
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.60000.in,0.2575
radix,Python,auto_inteiros_aleatorios_0-1000000.60000.in,0.385
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.55000.in,0.24
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.55000.in,0.2425
radix,Python,auto_inteiros_identicos_37.55000.in,0.1125
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.55000.in,0.2875
radix,Python,auto_inteiros_aleatorios_0-1000000.55000.in,0.2525
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.50000.in,0.225
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.50000.in,0.2275
radix,Python,auto_inteiros_identicos_37.50000.in,0.1425
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.50000.in,0.2225
radix,Python,auto_inteiros_aleatorios_0-1000000.50000.in,0.23
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.45000.in,0.19
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.45000.in,0.2025
radix,Python,auto_inteiros_identicos_37.45000.in,0.1125
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.45000.in,0.19
radix,Python,auto_inteiros_aleatorios_0-1000000.45000.in,0.2125
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.40000.in,0.1825
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.40000.in,0.235
radix,Python,auto_inteiros_identicos_37.40000.in,0.085
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.40000.in,0.21
radix,Python,auto_inteiros_aleatorios_0-1000000.40000.in,0.1875
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.35000.in,0.15
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.35000.in,0.1625
radix,Python,auto_inteiros_identicos_37.35000.in,0.075
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.35000.in,0.16
radix,Python,auto_inteiros_aleatorios_0-1000000.35000.in,0.1825
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.30000.in,0.13
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.30000.in,0.145
radix,Python,auto_inteiros_identicos_37.30000.in,0.0675
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.30000.in,0.14
radix,Python,auto_inteiros_aleatorios_0-1000000.30000.in,0.135
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.25000.in,0.125
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.25000.in,0.1125
radix,Python,auto_inteiros_identicos_37.25000.in,0.06
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.25000.in,0.165
radix,Python,auto_inteiros_aleatorios_0-1000000.25000.in,0.13
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.20000.in,0.0925
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.20000.in,0.0925
radix,Python,auto_inteiros_identicos_37.20000.in,0.0725
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.20000.in,0.0925
radix,Python,auto_inteiros_aleatorios_0-1000000.20000.in,0.1075
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.15000.in,0.0725
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.15000.in,0.075
radix,Python,auto_inteiros_identicos_37.15000.in,0.04
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.15000.in,0.085
radix,Python,auto_inteiros_aleatorios_0-1000000.15000.in,0.075
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.10000.in,0.0525
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.10000.in,0.0675
radix,Python,auto_inteiros_identicos_37.10000.in,0.0475
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.10000.in,0.0575
radix,Python,auto_inteiros_aleatorios_0-1000000.10000.in,0.0525
radix,Python,auto_inteiros_quase_ordenados_0-1000000_100.00%.5000.in,0.0325
radix,Python,auto_inteiros_quase_ordenados_0-1000000_98.00%.5000.in,0.0325
radix,Python,auto_inteiros_identicos_37.5000.in,0.0225
radix,Python,auto_inteiros_em_ordem_nao_ascendente_0-1000000.5000.in,0.05
radix,Python,auto_inteiros_aleatorios_0-1000000.5000.in,0.035
